Name,WALS code,ISO 639-3,Genus,Family,Macroarea,Latitude,Longitude,Countries
Logoti,lgt,log,Moru-Ma'di,Central Sudanic,Africa,3.5,30,Democratic Republic of Congo
Loko,lok,lok,Western Mande,Mande,Africa,9.33,-12.08,Sierra Leone
Loma,lma,lom,Western Mande,Mande,Africa,8,-9.5,Guinea
Londo,ldo,bdu,Bantoid,Niger-Congo,Africa,5,9.17,Cameroon
Longgu,lgu,lgu,Oceanic,Austronesian,Papunesia,-9.75,160.67,Solomon Islands
Loniu,lon,los,Oceanic,Austronesian,Papunesia,-2.07,147.33,Papua New Guinea
Lonwolwol,lnw,crc,Oceanic,Austronesian,Papunesia,-16.22,168,Vanuatu
Lotha,lot,njh,Kuki-Chin,Sino-Tibetan,Eurasia,26.5,94.25,India
Lou,lou,loj,Oceanic,Austronesian,Papunesia,-2.38,147.32,Papua New Guinea
Loven,lov,lbo,Bahnaric,Austro-Asiatic,Eurasia,15,106.33,Laos
Low German,lge,nds,Germanic,Indo-European,Eurasia,53,10,Germany
Lozi,loz,loz,Bantoid,Niger-Congo,Africa,-17.83,26,Zambia
Lü,lu,khb,Kam-Tai,Tai-Kadai,Eurasia,22,100.67,China
Lua,lua,nie,Bua,Niger-Congo,Africa,9.75,17.75,Chad
Luangiua,lga,ojv,Oceanic,Austronesian,Papunesia,-5.33,159.42,Solomon Islands
Lucazi,luc,lch,Bantoid,Niger-Congo,Africa,-14,20,Angola
Luganda,lda,lug,Bantoid,Niger-Congo,Africa,0.5,32.17,Uganda
Lugbara,lug,lgg,Moru-Ma'di,Central Sudanic,Africa,3.08,30.92,Democratic Republic of Congo
Luiseño,lui,lui,California Uto-Aztecan,Uto-Aztecan,North America,33.33,-117.17,United States
Lummi,lum,str,Central Salish,Salishan,North America,48.7,-122.67,United States
Lun Dayeh,lud,lnd,North Borneo,Austronesian,Papunesia,4,115.92,Indonesia
Lunda,lbu,lun,Bantoid,Niger-Congo,Africa,-10.67,24,Democratic Republic of Congo
Lungchang,lun,nst,Northern Naga,Sino-Tibetan,Eurasia,27.5,96.42,India
Luo,luo,luo,Nilotic,Eastern Sudanic,Africa,-0.5,34.75,Kenya
Luri,lur,lrc,Iranian,Indo-European,Eurasia,33.5,48.5,Iran
Lushootseed,lus,lut,Central Salish,Salishan,North America,48,-122,United States
Lusi,kkv,khl,Oceanic,Austronesian,Papunesia,-5.58,149.67,Papua New Guinea
Luvale,luv,lue,Bantoid,Niger-Congo,Africa,-12,22,Angola
Luwo,jlu,lwo,Nilotic,Eastern Sudanic,Africa,8,28,South Sudan
Luxemburgeois,lux,ltz,Germanic,Indo-European,Eurasia,49.83,6.17,Luxembourg
Luyia,luy,luy,Bantoid,Niger-Congo,Africa,0.42,34.5,Kenya
Lyele,lye,lee,Southern-Central Gur,Niger-Congo,Africa,12.5,-2.67,Burkina Faso
Ma,ma,msj,Ubangi,Niger-Congo,Africa,3.5,28,Democratic Republic of Congo
Maale,mle,mdy,North Omotic,Afro-Asiatic,Africa,6,36.92,Ethiopia
Ma'anyan,myn,mhy,Barito,Austronesian,Papunesia,-2,115,Indonesia
Maasai,maa,mas,Nilotic,Eastern Sudanic,Africa,-3,36,Kenya
Maba,mab,mde,Maban,Maban,Africa,13.75,20.83,Chad
Maca,mca,mca,Matacoan,Matacoan,South America,-25,-57.5,Paraguay
Macaguán,mcg,mbn,Guahiban,Guahiban,South America,6.5,-71.33,Colombia
Macedonian,mcd,mkd,Slavic,Indo-European,Eurasia,41.67,21.75,Macedonia
Machiguenga,mch,mcb,Pre-Andine Arawakan,Arawakan,South America,-12,-72.67,Peru
Macuna,mcn,myy,Tucanoan,Tucanoan,South America,-0.33,-70.17,Colombia
Macushi,mac,mbc,Cariban,Cariban,South America,4,-60,Guyana
Mada (in Cameroon),mda,mxu,Biu-Mandara,Afro-Asiatic,Africa,10.83,14.17,Cameroon
Mada (in Nigeria),mdz,mda,Platoid,Niger-Congo,Africa,8.75,8.25,Nigeria
Ma'di,mad,mhi,Moru-Ma'di,Central Sudanic,Africa,3.25,31.5,Uganda
Madurese,mdr,mad,Malayo-Sumbawan,Austronesian,Papunesia,-7,113.5,Indonesia
Mae,mae,mme,Oceanic,Austronesian,Papunesia,-16,167.25,Vanuatu
Magahi,mgh,mag,Indic,Indo-European,Eurasia,23.5,85.5,India
Magar,mag,mgp,Mahakiranti,Sino-Tibetan,Eurasia,28,83,Nepal
Magar (Syangja),msy,mrd,Mahakiranti,Sino-Tibetan,Eurasia,28.08,83.83,Nepal
Magi,mgi,mgu,Mailuan,Trans-New Guinea,Papunesia,-10.33,149.33,Papua New Guinea
Magindanao,mgn,mdh,Greater Central Philippine,Austronesian,Papunesia,6.83,124.5,Philippines
Mah Meri,mhm,mhe,Aslian,Austro-Asiatic,Eurasia,2.83,101.5,Malaysia
Mahican,mhc,xpq,Algonquian,Algic,North America,42.67,-73.5,United States
Maidu (Northeast),mne,nmu,Maiduan,Penutian,North America,40,-120.67,United States
Mairasi,mrs,zrs,Mairasi-Tanahmerah,Trans-New Guinea,Papunesia,-3.5,134,Indonesia
Maisin,msn,mbq,Oceanic,Austronesian,Papunesia,-9.5,149.17,Papua New Guinea
Maithili,mai,mai,Indic,Indo-European,Eurasia,26,86,India
Majang,maj,mpe,Surmic,Eastern Sudanic,Africa,6.75,35,Ethiopia
Makaa,mkz,mcp,Bantoid,Niger-Congo,Africa,3.42,12.25,Cameroon
Makah,mak,myh,Southern Wakashan,Wakashan,North America,48.33,-124.67,United States
Makasae,mkj,mkz,Makasae-Fataluku-Oirata,Timor-Alor-Pantar,Papunesia,-8.67,126.5,East Timor
Makassar,mks,mak,South Sulawesi,Austronesian,Papunesia,-5.42,119.58,Indonesia
Maklew,mkl,mgf,Bulaka River,Bulaka River,Papunesia,-7.67,139.42,Indonesia
Makonde,mkd,kde,Bantoid,Niger-Congo,Africa,-11,40,Mozambique
Makua,mua,"mgh, xsq",Bantoid,Niger-Congo,Africa,-15,38.67,Mozambique
Malacca Creole,mlc,mcm,Creoles and Pidgins,other,Eurasia,2.2,102.25,Malaysia
Malagasy,mal,plt,Barito,Austronesian,Africa,-20,47,Madagascar
Malakmalak,mlk,mpb,Northern Daly,Northern Daly,Australia,-13.42,130.42,Australia
Malay,mly,zsm,Malayo-Sumbawan,Austronesian,Eurasia,3,102,Malaysia
Malay (Kuala Lumpur),myk,zlm,Malayo-Sumbawan,Austronesian,Eurasia,3.17,101.7,Malaysia
Malay (Ulu Muar),mmu,zmi,Malayo-Sumbawan,Austronesian,Eurasia,2.67,102.5,Malaysia
Malayalam,mym,mal,Southern Dravidian,Dravidian,Eurasia,10,76.5,India
Maleu,mlu,mgl,Oceanic,Austronesian,Papunesia,-5.72,148.42,Papua New Guinea
Malgwa,mlg,mfi,Biu-Mandara,Afro-Asiatic,Africa,11.5,13.75,Nigeria
Mali,mli,gcc,Baining,Baining,Papunesia,-4.83,152.25,Papua New Guinea
Maltese,mlt,mlt,Semitic,Afro-Asiatic,Eurasia,35.92,14.42,Malta
Malto,mto,kmj,Northern Dravidian,Dravidian,Eurasia,25,87.33,India
Mam,mam,mam,Mayan,Mayan,North America,15,-91.83,Guatemala
Mamanwa,mmn,mmn,Greater Central Philippine,Austronesian,Papunesia,9.42,125.5,Philippines
Mamasa,mms,mqj,South Sulawesi,Austronesian,Papunesia,-3.08,119.67,Indonesia
Mambai,mmi,mcs,Mbumic,Niger-Congo,Africa,9.67,14,Chad
Mambila,mla,"mcu, mzk",Bantoid,Niger-Congo,Africa,6.75,11.5,Nigeria
Mambwe,mmw,mgr,Bantoid,Niger-Congo,Africa,-9.08,31.17,Zambia
Mampruli,mmp,maw,Northern-Central Gur,Niger-Congo,Africa,10.33,-0.67,Togo
Mamvu,mmv,mdi,Mangbutu-Efe,Central Sudanic,Africa,3.25,29,Democratic Republic of Congo
Manadonese,mds,xmm,Malayo-Sumbawan,Austronesian,Papunesia,1.5,124.83,Indonesia
Manam,mnm,mva,Oceanic,Austronesian,Papunesia,-4,145,Papua New Guinea
Manambu,mbu,mle,Ndu,Sepik,Papunesia,-4.25,142.83,Papua New Guinea
Manange,nmm,nmm,Bodic,Sino-Tibetan,Eurasia,28.58,84,Nepal
Manchu,mnc,mnc,Tungusic,Altaic,Eurasia,49.5,127.5,China
Mandaic (Modern),mma,mid,Semitic,Afro-Asiatic,Eurasia,31,48.5,Iran
Mandan,mdn,mhq,Core Siouan,Siouan,North America,46.5,-102.5,United States
Mandar,mnr,mdr,South Sulawesi,Austronesian,Papunesia,-3.42,119.08,Indonesia
Mandarin,mnd,cmn,Chinese,Sino-Tibetan,Eurasia,34,110,China
Mandinka,mdk,mnk,Western Mande,Mande,Africa,13,-15.67,Mali
Mandinka (Gambian),mkg,mnk,Western Mande,Mande,Africa,13.42,-16,Gambia
Manem,mem,jet,Border,Border,Papunesia,-3,140.83,Indonesia
Mangap-Mbula,mmb,mna,Oceanic,Austronesian,Papunesia,-5.67,148.08,Papua New Guinea
Mangarrayi,myi,mpc,Mangarrayi,Mangarrayi-Maran,Australia,-14.67,133.5,Australia
Mangbetu,mbt,mdj,Mangbetu,Central Sudanic,Africa,2.5,26.5,Democratic Republic of Congo
Manggarai,mng,mqy,Central Malayo-Polynesian,Austronesian,Papunesia,-8.5,120.33,Indonesia
Mangghuer,mgg,mjg,Mongolic,Altaic,Eurasia,36,102,China
Mango,mgq,mge,Bongo-Bagirmi,Central Sudanic,Africa,8.75,17,Chad
Maninka,mnk,emk,Western Mande,Mande,Africa,10.5,-9.5,Sierra Leone
Maninka (Western),maw,mlq,Western Mande,Mande,Africa,13,-11,Mali
Manjaku,mjk,mfv,Bak,Niger-Congo,Africa,12,-16.25,Guinea-Bissau
Mankanya,mkn,knf,Bak,Niger-Congo,Africa,12.08,-15.92,Guinea-Bissau
Mankon,mkq,nge,Bantoid,Niger-Congo,Africa,6,10.17,Cameroon
Mano,man,mev,Eastern Mande,Mande,Africa,7,-9,Guinea
Mansi,mns,mns,Ugric,Uralic,Eurasia,62,62,Russia
Mantjiltjara,mnj,mpj,Western Pama-Nyungan,Pama-Nyungan,Australia,-22.67,125.08,Australia
Manx,mnx,glv,Celtic,Indo-European,Eurasia,54.17,-4.5,United Kingdom
Maori,mao,mri,Oceanic,Austronesian,Papunesia,-40,176,New Zealand
Mapoyo,mpy,mcg,Cariban,Cariban,South America,6,-67,Venezuela
Mapudungun,map,arn,Araucanian,Araucanian,South America,-38,-72,Chile
Mara,mra,mec,Mara,Mangarrayi-Maran,Australia,-15,135.17,Australia
Maranao,mrn,mrw,Greater Central Philippine,Austronesian,Papunesia,7.83,124.25,Philippines
Maranungku,mku,zmr,Wagaydy,Western Daly,Australia,-13.67,130,Australia
Marathi,mhi,mar,Indic,Indo-European,Eurasia,19,76,India
Marchha,mrc,rnp,Bodic,Sino-Tibetan,Eurasia,30.25,79.58,India
Margany,mny,zmc,Northern Pama-Nyungan,Pama-Nyungan,Australia,-27,144.5,Australia
Margi,mrg,mrt,Biu-Mandara,Afro-Asiatic,Africa,11,13,Nigeria
Mari (Hill),mah,mrj,Mari,Uralic,Eurasia,57,58,Russia
Mari (Meadow),mme,mhr,Mari,Uralic,Eurasia,57,48,Russia
Maricopa,mar,mrc,Yuman,Hokan,North America,33.17,-113.17,United States
Marind,mrd,mrz,Marind,Anim,Papunesia,-7.83,140.17,Indonesia
Maring,mav,mbw,Chimbu,Trans-New Guinea,Papunesia,-5.5,144.67,Papua New Guinea
Maringarr,mrr,zmt,Bringen,Western Daly,Australia,-14.25,130,Australia
Marquesan,mrq,"mqm, mrq",Oceanic,Austronesian,Papunesia,-8.92,-140.08,French Polynesia
Marrithiyel,mrh,mfr,Bringen,Western Daly,Australia,-13.83,130,Australia
Marshallese,msh,mah,Oceanic,Austronesian,Papunesia,7.12,171.05,Marshall Islands
Martinique Creole,mqc,gcf,Creoles and Pidgins,other,North America,14.67,-61,Martinique
Martu Wangka,mwa,mpj,Western Pama-Nyungan,Pama-Nyungan,Australia,-21.5,126,Australia
Martuthunira,mrt,vma,Western Pama-Nyungan,Pama-Nyungan,Australia,-20.83,116.5,Australia
Maru,mru,mhx,Burmese-Lolo,Sino-Tibetan,Eurasia,23.5,98.5,Myanmar
Masa,mas,mcn,Masa,Afro-Asiatic,Africa,10.5,15.5,Chad
Masakin,msk,jle,Talodi,Kordofanian,Africa,10.67,30,Sudan
Masalit,msl,mls,Maban,Maban,Africa,13.33,22,Chad
Massachusett,mtt,wam,Algonquian,Algic,North America,42.5,-71,United States
Matis,mts,mpq,Panoan,Panoan,South America,-4.42,-70.25,Brazil
Matngele,mdl,zml,Eastern Daly,Eastern Daly,Australia,-13.83,130.42,Australia
Matsés,myr,mcf,Panoan,Panoan,South America,-5.42,-73.25,Brazil
Mattole,mtl,mvb,Athapaskan,Na-Dene,North America,40.17,-124.17,United States
Matukar,mtk,mjk,Oceanic,Austronesian,Papunesia,-4.92,145.75,Papua New Guinea
Matuumbi,mtb,mgw,Bantoid,Niger-Congo,Africa,-8.5,39,Tanzania
Mauka,mka,mxx,Western Mande,Mande,Africa,8.33,-7.5,Côte d'Ivoire
Maung,mau,mph,Iwaidjan,Iwaidjan,Australia,-11.92,133.5,Australia
Mauritian Creole,mcr,mfe,Creoles and Pidgins,other,Africa,-20.33,57.5,Mauritius
Mawchi,mwc,mke,Indic,Indo-European,Eurasia,21.33,73.67,India
Maxakalí,max,mbl,Maxakalí,Macro-Ge,South America,-18,-40,Brazil
Ma'ya,mya,slz,South Halmahera - West New Guinea,Austronesian,Papunesia,-1.25,130.92,Indonesia
Mayangna,sum,yan,Misumalpan,Misumalpan,North America,13,-84.5,Nicaragua
Maybrat,may,ayz,North-Central Bird's Head,West Papuan,Papunesia,-1.33,132.5,Indonesia
Mayi-Yapi,myy,,Northern Pama-Nyungan,Pama-Nyungan,Australia,-20,141,Australia
Mayo,myo,mfy,Cahita,Uto-Aztecan,North America,26,-108,Mexico
Mayogo,myg,mdm,Ubangi,Niger-Congo,Africa,3,29,Democratic Republic of Congo
Mazahua,maz,"maz, mmc",Otomian,Oto-Manguean,North America,19.42,-99.92,Mexico
Mazanderani,mzn,mzn,Iranian,Indo-European,Eurasia,36.5,52,Iran
Mazatec (Chiquihuitlán),mzc,maq,Popolocan,Oto-Manguean,North America,17.75,-96.92,Mexico
Mazatec (Huautla),mzh,mau,Popolocan,Oto-Manguean,North America,18.25,-96.83,Mexico
Mba,mba,mfc,Ubangi,Niger-Congo,Africa,1,25,Democratic Republic of Congo
Mbalanhu,mhu,lnb,Bantoid,Niger-Congo,Africa,-17.5,15,Namibia
Mbara,mbr,mpk,Biu-Mandara,Afro-Asiatic,Africa,11,15.42,Chad
Mbay,mby,myb,Bongo-Bagirmi,Central Sudanic,Africa,8.25,17.5,Chad
Mbe',mbz,mtk,Bantoid,Niger-Congo,Africa,6.28,11.08,Cameroon
Mbere,mbe,mdt,Bantoid,Niger-Congo,Africa,-0.5,14,Congo
Mbili,mbi,baw,Bantoid,Niger-Congo,Africa,6.12,10.2,Cameroon
Mbodomo,mdo,gmm,Gbaya-Manza-Ngbaka,Niger-Congo,Africa,4.5,15.5,Central African Republic
Mbole,mbl,mdq,Bantoid,Niger-Congo,Africa,-0.67,24.67,Democratic Republic of Congo
Mbosi,mdw,mdw,Bantoid,Niger-Congo,Africa,-1.25,15.5,Congo
Mbugu,mbg,mhd,Southern Cushitic,Afro-Asiatic,Africa,-4.33,38.17,Tanzania
Mbum,mbm,mdd,Mbumic,Niger-Congo,Africa,7.75,13.17,Central African Republic
Me'en,mee,mym,Surmic,Eastern Sudanic,Africa,5,37,Ethiopia
Mehek,mhk,nux,Tama Sepik,Sepik,Papunesia,-3.75,142.5,Papua New Guinea
Mehri,meh,gdq,Semitic,Afro-Asiatic,Eurasia,17,51.5,Yemen
Meithei,mei,mni,Kuki-Chin,Sino-Tibetan,Eurasia,24.75,94,India
Mekens,mek,skf,Tupari,Tupian,South America,-12.5,-61.5,Brazil
Mekeo,mke,mek,Oceanic,Austronesian,Papunesia,-8.33,146.5,Papua New Guinea
Melanau,mel,mel,North Borneo,Austronesian,Papunesia,2.5,111.5,Malaysia
Melayu Betawi,meb,bew,Creoles and Pidgins,other,Papunesia,-6.5,107,Indonesia
Mende,mde,men,Western Mande,Mande,Africa,7.83,-11.5,Sierra Leone
Menomini,men,mez,Algonquian,Algic,North America,45.5,-88.33,United States
Mentawai,mnt,mwv,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,-1.5,99,Indonesia
Mentuh Tapuh,mta,sdo,Land Dayak,Austronesian,Papunesia,1.25,111,Malaysia
Menya,mey,mcr,Angan,Trans-New Guinea,Papunesia,-7.25,146,Papua New Guinea
Meryam Mir,mer,ulk,Western Fly,Western Fly,Papunesia,-9.92,144.08,Australia
Meyah,mea,mej,East Bird's Head,East Bird's Head,Papunesia,-1.17,133.5,Indonesia
Mian,mpt,mpt,Ok,Trans-New Guinea,Papunesia,-4.75,141.5,Papua New Guinea
Michif,mcf,crg,Algonquian,Algic,North America,52,-100.17,Canada
Micmac,mic,mic,Algonquian,Algic,North America,45,-63,Canada
Midob,mid,mei,Nubian,Eastern Sudanic,Africa,15.08,26.25,Sudan
Mien,mie,ium,Hmong-Mien,Hmong-Mien,Eurasia,25,111,China
Migama,mig,mmy,East Chadic,Afro-Asiatic,Africa,12.17,19.83,Chad
Miisiirii,mii,tma,Taman,Eastern Sudanic,Africa,13.5,22,Chad
Miju,mij,mxj,Tani,Sino-Tibetan,Eurasia,29,96,India
Mikarew,mkr,msy,Mikarew,Lower Sepik-Ramu,Papunesia,-4.42,144.92,Papua New Guinea
Mikasuki,mki,mik,Muskogean,Muskogean,North America,32,-85,United States
Mikir,mik,mjw,Kuki-Chin,Sino-Tibetan,Eurasia,26.33,93.5,India
Milang,mil,adi,Tani,Sino-Tibetan,Eurasia,28.5,95.25,India
Min (Southern),hok,nan,Chinese,Sino-Tibetan,Eurasia,25,118,Taiwan
Mina,hna,hna,Biu-Mandara,Afro-Asiatic,Africa,10.33,13.83,Cameroon
Minangkabau,min,min,Malayo-Sumbawan,Austronesian,Papunesia,-1,101,Indonesia
Minaveha,mnv,mvn,Oceanic,Austronesian,Papunesia,-9.6,150.47,Papua New Guinea
Mingrelian,mgl,xmf,Kartvelian,Kartvelian,Eurasia,42.5,42,Georgia
Miri (Hill):,mhl,mrg,Tani,Sino-Tibetan,Eurasia,27.92,93.83,India
Miriwung,mir,mep,Jarrakan,Jarrakan,Australia,-15.67,129,Australia
Mirniny,mrj,nju,Western Pama-Nyungan,Pama-Nyungan,Australia,-31,129,Australia
Mising,msg,mrg,Tani,Sino-Tibetan,Eurasia,28.5,94.83,India
Miskito,mis,miq,Misumalpan,Misumalpan,North America,14,-83.67,Nicaragua
Mískito Coast English Creole,mce,bzj,Creoles and Pidgins,other,North America,16.25,-88.83,Belize
Mituku,mit,zmq,Bantoid,Niger-Congo,Africa,-1.67,25.5,Democratic Republic of Congo
Miwok (Bodega),mkb,csi,Miwok,Penutian,North America,38.33,-123,United States
Miwok (Central Sierra),mcs,csm,Miwok,Penutian,North America,38,-120.33,United States
Miwok (Lake),mwl,lmw,Miwok,Penutian,North America,38.92,-122.67,United States
Miwok (Northern Sierra),mwn,nsq,Miwok,Penutian,North America,38.33,-120.67,United States
Miwok (Plains),mwp,pmw,Miwok,Penutian,North America,38,-121,United States
Miwok (Southern Sierra),mss,skd,Miwok,Penutian,North America,37.5,-120,United States
Mixe (Ayutla),mxx,mxp,Mixe-Zoque,Mixe-Zoque,North America,17.08,-96.08,Mexico
Mixe (Coatlán),mco,mco,Mixe-Zoque,Mixe-Zoque,North America,16.92,-95.67,Mexico
Mixe (Tlahuitoltepec),mth,mxp,Mixe-Zoque,Mixe-Zoque,North America,17.08,-96.17,Mexico
Mixe (Totontepec),mtp,mto,Mixe-Zoque,Mixe-Zoque,North America,17.25,-96,Mexico
Mixtec (Alacatlatzala),mxl,mim,Mixtecan,Oto-Manguean,North America,17.25,-98.58,Mexico
Mixtec (Atatlahuca),mxa,mib,Mixtecan,Oto-Manguean,North America,17,-97.75,Mexico
Mixtec (Ayutla),mxt,miy,Mixtecan,Oto-Manguean,North America,16.92,-99.17,Mexico
Mixtec (Chalcatongo),mxc,mig,Mixtecan,Oto-Manguean,North America,17.05,-97.58,Mexico
Mixtec (Chayuco),mxu,mih,Mixtecan,Oto-Manguean,North America,16.42,-97.83,Mexico
Mixtec (Coatzospan),mxz,miz,Mixtecan,Oto-Manguean,North America,18.08,-96.58,Mexico
Mixtec (Jamiltepec),mja,mxt,Mixtecan,Oto-Manguean,North America,16.25,-97.83,Mexico
Mixtec (Jicaltepec),mxj,mio,Mixtecan,Oto-Manguean,North America,16.33,-98,Mexico
Mixtec (Molinos),mxm,mig,Mixtecan,Oto-Manguean,North America,17,-97.58,Mexico
Mixtec (Ocotepec),mxo,mie,Mixtecan,Oto-Manguean,North America,17.17,-97.75,Mexico
Mixtec (Peñoles),mxp,mil,Mixtecan,Oto-Manguean,North America,17.08,-96.92,Mexico
Mixtec (San Juan Colorado),mjc,mjc,Mixtecan,Oto-Manguean,North America,16.5,-98,Mexico
Mixtec (San Miguel el Grande),mxg,mig,Mixtecan,Oto-Manguean,North America,17.05,-97.57,Mexico
Mixtec (Silacayoapan),mxs,mks,Mixtecan,Oto-Manguean,North America,17.5,-98.17,Mexico
Mixtec (Yosondúa),mxy,mpm,Mixtecan,Oto-Manguean,North America,16.92,-97.58,Mexico
Miya,miy,mkf,West Chadic,Afro-Asiatic,Africa,10.92,9.67,Nigeria
Mizo,miz,lus,Kuki-Chin,Sino-Tibetan,Eurasia,23.17,92.83,Bangladesh
Mlabri (Minor),mlm,mra,Khmuic,Austro-Asiatic,Eurasia,18.5,101,Thailand
Moca,moc,moy,North Omotic,Afro-Asiatic,Africa,7.58,35.5,Ethiopia
Mocoví,mcv,moc,South Guaicuruan,Guaicuruan,South America,-28,-60.5,Argentina
Mofu-Gudur,mof,mif,Biu-Mandara,Afro-Asiatic,Africa,10.5,14,Cameroon
Moghol,mog,mhj,Mongolic,Altaic,Eurasia,35,62,Afghanistan
Mohawk,moh,moh,Northern Iroquoian,Iroquoian,North America,43.5,-74.25,Canada
Mojave,moj,mov,Yuman,Hokan,North America,34.67,-114.58,United States
Mokilese,mok,mkj,Oceanic,Austronesian,Papunesia,6.67,159.75,Micronesia
Mokilko,mko,moz,East Chadic,Afro-Asiatic,Africa,11.92,18.08,Chad
Molala,mll,mbe,Molala,Penutian,North America,44.5,-122.5,United States
Moldavian,mol,ron,Romance,Indo-European,Eurasia,47,29,Moldova
Mombum,mom,mso,Mombum,Mombum,Papunesia,-8.25,138.75,Indonesia
Momu,fqs,fqs,Baibai-Fas,Baibai-Fas,Papunesia,-3,141.58,Papua New Guinea
Momuna,mqf,mqf,Momuna,Trans-New Guinea,Papunesia,-4.83,139.25,Indonesia
Mon,mon,mnw,Monic,Austro-Asiatic,Eurasia,14.83,100.5,Thailand
Mondunga,mga,ndt,Ubangi,Niger-Congo,Africa,2.25,21.5,Democratic Republic of Congo
Mongo,mgo,lol,Bantoid,Niger-Congo,Africa,0,21,Democratic Republic of Congo
Mongondow,mgd,mog,Greater Central Philippine,Austronesian,Papunesia,0.67,124,Indonesia
Moni,mni,mnz,Wissel Lakes-Kemandoga,Trans-New Guinea,Papunesia,-3.67,137,Indonesia
Mono (in United States),mno,mnr,Numic,Uto-Aztecan,North America,38,-119,United States
Mono-Alu,moa,mte,Oceanic,Austronesian,Papunesia,-7.05,155.75,Solomon Islands
Montagnais,mtg,moe,Algonquian,Algic,North America,52,-65,Canada
Monumbo,mbo,mxk,Monumbo,Monumbo,Papunesia,-4.25,145,Papua New Guinea
Mooré,moo,mos,Northern-Central Gur,Niger-Congo,Africa,12.83,-1.25,Burkina Faso
Mopan,mop,mop,Mayan,Mayan,North America,16.58,-88.67,Belize
Mor,mor,mhz,South Halmahera - West New Guinea,Austronesian,Papunesia,-2.95,135.75,Indonesia
Moraori,mri,mok,Moraori,Moraori,Papunesia,-8.58,140.67,Indonesia
Mordvin (Erzya),moe,myv,Mordvin,Uralic,Eurasia,53,45.5,Kazakhstan
Mordvin (Moksha),mmo,mdf,Mordvin,Uralic,Eurasia,54,44,Russia
Moro,mro,mor,Heiban,Kordofanian,Africa,11,30.17,Sudan
Moru,mou,mgd,Moru-Ma'di,Central Sudanic,Africa,4.75,29.75,South Sudan
Mosetén,mos,cas,Mosetenan,Mosetenan,South America,-14.75,-67.83,Bolivia
Motu,mtu,meu,Oceanic,Austronesian,Papunesia,-9.33,147,Papua New Guinea
Motuna,mot,siw,East Bougainville,East Bougainville,Papunesia,-6.62,155.42,Papua New Guinea
Movima,mov,mzp,Movima,Movima,South America,-13.83,-65.67,Bolivia
Mpongwe,mpo,mye,Bantoid,Niger-Congo,Africa,-1.25,9.5,Gabon
Mpur,mpu,akc,Kebar,West Papuan,Papunesia,-0.75,133.25,Indonesia
Mudburra,mdb,dmw,Western Pama-Nyungan,Pama-Nyungan,Australia,-17.33,132.08,Australia
Mufian,aoj,aoj,Kombio-Arapesh,Torricelli,Papunesia,-3.5,143,Papua New Guinea
Muher,muh,sgw,Semitic,Afro-Asiatic,Africa,8.17,38.17,Ethiopia
Muinane,mui,bmr,Boran,Huitotoan,South America,-1,-72.5,Colombia
Muisca,msc,chb,Chibcha-Duit,Chibchan,South America,5,-74,Colombia
Mulao,mul,mlm,Kam-Tai,Tai-Kadai,Eurasia,25,108,China
Mumuye,mum,mzm,Mumuye-Yandang,Niger-Congo,Africa,9,11.67,Nigeria
Mun,mnu,mji,Hmong-Mien,Hmong-Mien,Eurasia,19,110,China
Muna,mna,mnb,Celebic,Austronesian,Papunesia,-5,122.5,Indonesia
Mundang,mdg,mua,Mbumic,Niger-Congo,Africa,9.67,14.5,Chad
Mundani,mud,mnf,Bantoid,Niger-Congo,Africa,5.67,9.92,Cameroon
Mundari,mun,unr,Munda,Austro-Asiatic,Eurasia,23,84.67,India
Mündü,mdu,muh,Ubangi,Niger-Congo,Africa,4.5,30,Democratic Republic of Congo
Mundurukú,muu,myu,Munduruku,Tupian,South America,-7,-58,Brazil
Mungaka,mgk,mhk,Bantoid,Niger-Congo,Africa,5.92,10,Cameroon
Munsee,mse,umu,Algonquian,Algic,North America,41.5,-74.67,United States
Munzombo,mnz,moj,Ubangi,Niger-Congo,Africa,3,18.42,Congo
Muong,muo,mtq,Viet-Muong,Austro-Asiatic,Eurasia,20.5,105.08,Vietnam
Mupun,mup,sur,West Chadic,Afro-Asiatic,Africa,9.5,8.83,Nigeria
Murik,mrk,mtf,Lower Sepik,Lower Sepik-Ramu,Papunesia,-3.83,144.25,Papua New Guinea
Murle,mrl,mur,Surmic,Eastern Sudanic,Africa,6.5,33.5,South Sudan
Murrinh-Patha,mpa,mwf,Murrinh-Patha,Southern Daly,Australia,-14.67,129.67,Australia
Mursi,mur,muz,Surmic,Eastern Sudanic,Africa,5.58,36.08,Ethiopia
Muruwari,mrw,zmu,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-28.75,147,Australia
Musgu,mgu,mug,Biu-Mandara,Afro-Asiatic,Africa,10.83,14.92,Chad
Musom,msm,msu,Oceanic,Austronesian,Papunesia,-6.58,147,Papua New Guinea
Musqueam,msq,hur,Central Salish,Salishan,North America,49.17,-123,Canada
Mussau,mus,emi,Oceanic,Austronesian,Papunesia,-1.45,149.62,Papua New Guinea
Mutsun,mut,css,Costanoan,Penutian,North America,36.83,-121.5,United States
Muyuw,muy,myw,Oceanic,Austronesian,Papunesia,-9.08,152.75,Papua New Guinea
Mwera,mwe,mwe,Bantoid,Niger-Congo,Africa,-9,39,Tanzania
